Long,Lat,Site_Name,Cal.BC,Cal.BC.SD,Sample,Site_Type,Period_Author,Sub_Region,Country,Uncalibrated,SD,Domestics_Associated,Vida,Material,Type _c14,Quantity,Species,Database,Database_2,Reference,Comments,Period,Phase,Ceramic_Style,X26,X27,residuals
-8.5,38.36667,CabeCo do Rebolador/CabeCo do Guizo,5675,119,ICEN 278,n/a,Mesolithikum,NA,Iberia,6720,70,NA,NA,shell,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-16.12608536535936
-8.90413,37.0655,Cabranosa,5834,124,Sac 1321,poblado sin fortificar,Neolitico,Vila do Bispo,Iberia,6930,70,Yes,Short,Malacofauna,Convencional,Aggregate,Mytilus sp.,6550,Bergin 2016,Zilhao 2001,calibrated based on resevoir effect,Neolitico,antiguo,ImpresaCardial,NA,NA,100.96294937777475
3.36,43.58,Cabrieres  Baume de Bourbon,5049,356,Ly 538,n/a,Cardial,NA,France,6180,180,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-72971703.09302808
38.75,38.42,Cafer,9050,476,Ly 4436,NA,EPPNB,NA,Turkey,9560,190,NA,NA,charcoal,NA,NA,---,NA,NA,"Cauvin, J. 1989b, Cauvin, J. et al. 1999, Thissen 2002a",---,NA,NA,NA,NA,NA,-1680623.2188368577
-8.24771,39.65184,Caldeirao,5769,390,ICEN 296,cueva,Neolitico,Tomar,Iberia,6870,210,Yes,Long,Carbon,Convencional,Aggregate,No determinado,NA,Bergin 2016,Zilhao (1992): Trabalhos de Arqueologia nº 6,NA,Neolitico,antiguo,Epicardial,NA,NA,59.490721404055876
10.3667,45.1333,Campo Ceresole,5084,231,I 11445,NA,Early Neolithic,Cremona  Lombardia,Italy,6170,110,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-769624890.2820615
-6.19872,36.46793,Campo de Hockey,4515,100,CNA 664,hoyo,Neolitico,San Fernando,Iberia,5650,40,Yes,Short,Malacofauna,NA,NA,Monodonta lineata,NA,Bergin 2016,Vindaje 2009,NA,Neolitico,final,NA,NA,NA,-11010000654.17882
2.89,43.49,Camprafaud,5373,254,Gif 3078,rockshelter/cave,Cardial,NA,France,6480,130,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-138092.21773597135
8.869544,41.740388,Campu Stefanu,6542,58,UGAMS 3825,cueva,NA,Corsica,France,7700,30,NA,NA,Bird bone,NA,NA,NA,Tore 2012,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,8637.863802451164
-0.25123,39.8254,Can Ballester,5856,217,I 10463,cueva,Neolitico,Vall d’Uixò,Iberia,6950,120,Yes,Long,Carbon,Convencional,Aggregate,No determinado,NA,Bergin 2016,Gusi y Olària (1979): Cuaderns de Prehistòria i Arqueologia Castello nº 6 p. 39-96,NA,Neolitico,antiguo,Cardial,NA,NA,382.71604519959783
2.25613,41.55933,Can Bellsola,5160,186,AA 19187,hoyos,Neolitico,Santa Perpetua,Iberia,6250,80,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Marti y Pou 1998,NA,Neolitico,antiguo,Cardial,NA,NA,-2006266.3542251014
2.08284,41.54423,Can Roqueta,5370,91,CR*1,hoyos,Neolitico,Sabadell,Iberia,6400,50,Yes,Short,Hueso,NA,NA,Fauna,NA,Bergin 2016,Oliva et al. 2008,NA,Neolitico,antiguo,Cardial,NA,NA,-43644.16679060611
1.69736,41.21211,Can Sadurni,5392,54,OxA 15488,cueva,Neolitico,Begues,Iberia,6421,34,Yes,Short,Semilla/fruto,AMS,Aggregate,T dicoccum,NA,Bergin 2016,"Blasco et al. (2011): Actes ""El Garraf  30 anys d’investigacio arqueològica"" ed. Edar",NA,Neolitico,antiguo,Cardial,NA,NA,-17614.547908257802
2.44353,41.53775,Can Xammar,5214,109,CX*2,hoyos,Neolitico,Mataro,Iberia,6270,40,Yes,Long,Carbon,AMS,Aggregate,NA,NA,Bergin 2016,Pou y Marti 2005,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-1052367.9174741386
-5.69946,39.74404,Canaleja 2,5133,110,AA 78257,NA,Neolitico,Romangordo,Iberia,6203,44,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Gibaja y Carvalho 2010,NA,Neolitico,antiguo,Epicardial,NA,NA,-245287.15131691837
-3.56604,40.41439,Canaveral,5461,93,Beta 244209,mina,Neolitico,Coslada,Iberia,6490,50,NA,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Baena et al en prensa,NA,Neolitico,antiguo,NA,NA,NA,-447.2369695096422
33.37,37.25,Canhasan III,7694,155,HU 11,NA,Aceramic,NA,Turkey,8584,65,NA,NA,charcoal,NA,NA,---,NA,NA,"Ergin 1979, Burleigh et al. 1982b, Thissen 2002a",---,NA,NA,NA,NA,NA,-8613942138.51926
5.266667,43.35,Cap Ragnon,6966,313,MC 500 A,NA,Cardial,NA,France,7970,130,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 48,Bergin 2016,NA,Date is wrong according to guiliane 1991,NA,NA,NA,NA,NA,34007034.35506919
6.156323,43.763113,Capitane (Abri du),4924,325,Gif 1111,NA,Cardial,NA,France,6050,150,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 44,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-28888535084.18239
17.205024,39.02914,Capo Alfiere,4876,246,Tx 7767,NA,Neolithic,NA,Italy,5950,100,NA,short,bone,NA,NA,NA,NA,Bergin 2016,Radon,NA,NA,NA,NA,NA,NA,-18654902705.333405
23.9,44.26667,Carcea-Viaduct,5518,116,Bln  1978,NA,Dudesti-Vinca B,Lower Danube West,NA,6585,65,NA,NA,Nd,NA,NA,NA,14sea,NA,Mantu 1995: 226; Mantu 1999–2000: 99; Suciu 2011: 84  Fig. 1;,Too old for this period,NA,NA,NA,Dudesti–Vinca B,Nd,-9351656576.91061
-3.38073,37.50993,Cariguela,5872,125,OxA 1131,cueva,Neolitico,Pinar,Iberia,7010,70,No,Short,Hueso,AMS,Singular,Equus,NA,Bergin 2016,Carrasco et al. 2010,Mednev says this dte may be Mesolithic,Neolitico,indeterminado,Indeterminada,NA,NA,759.7331703498958
18.338736,40.196653,Carpignano,4528,116,LTL 126A,NA,Neolithic,NA,Italy,5660,60,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,fiorentino et al. 2013,NA,NA,NA,NA,NA,NA,-29898844709619.41
16.528372,41.23148,Carrara San Francesco,5010,171,Eth 21724,NA,Neolithic,NA,Italy,6080,65,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,fiorentino et al. 2013,NA,NA,NA,NA,NA,NA,-984293462.5692825
-9.41789,38.71642,Carrascal,5240,117,Beta 276401,poblado sin fortificar,Neolitico,Oeiras,Iberia,6280,40,Yes,Short,Hueso,AMS,Singular,Bos Taurus,NA,Bergin 2016,Cardoso (2011): Saguntum Extra-12 p. 259-262,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-157288.29177100371
-9.2292,39.39571,Casa da Moura,4913,173,TO 953,NA,Neolitico,Obidos,Iberia,5990,60,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Zilhao 2000,NA,Neolitico,antiguo,Epicardial,NA,NA,-38576388.27817198
9.550317,44.855215,Casa di Risparmio,5475,300,I 12585,NA,Square Mouthed Pottery,Piacenza,Italy,6580,150,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-1870824.3021344962
-3.52534,40.40439,Casa Montero,5466,87,Beta 232890,mina,Neolitico,Vicalvaro,Iberia,6500,40,Yes,Long,Carbon,AMS,NA,Quercus ilex/coccifera,NA,Bergin 2016,Diaz del Rio y Consuegra (en prensa): V congreso Neolitico Peninsular,NA,Neolitico,antiguo,Epicardial,NA,NA,-403.1949481046795
9.5,42.08,Casabianda or Casterragio,5558,288,MC 2243,settlement,NA,Corsica,France,6670,150,NA,NA,charcoal,NA,NA,NA,Shennan 2000 (online)  Pinhasi et al 2005,Bergin 2016,BSPF TOME 79 FASC.6 P.186   Manen & Sabatier 2003 29,150 or 130 range,NA,NA,NA,NA,NA,-471002.93875010416
-8.85556,38.58052,Casal da Cerca,5080,137,Beta 235886,NA,Neolitico,Palmela,Iberia,6160,50,NA,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Gibaja y Carvalho 2010,NA,Neolitico,antiguo,Epicardial,NA,NA,-1952021.968196174
11.05753,44.48667,Casalecchio di Reno,5260,125,LTL 2436,NA,Neolithic,NA,Italy,6312,50,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,facchinetti 2012,NA,NA,NA,NA,NA,NA,-20791429.843893487
-3.73028,42.39028,Cascajos-Blanquillo,5684,220,GrN 14106,poblado sin fortificar,Neolitico,Quintanaduenas,Iberia,6760,130,No,Long,Carbon,Convencional,Singular,NA,NA,Bergin 2016,Martinez Puente (1989),NA,Neolitico,antiguo,Epicardial,NA,NA,62.56749911581028
8.613816,44.856949,Cascina la Cascinetta,5270,136,Beta 71945,NA,Neolitico,NA,Italy,6340,60,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Facchinetti 2012,NA,NA,US 221,NA,NA,NA,-105306256.35452983
-8.97248,37.04049,Castelejo,5418,119,Beta 168461,conchero,Neolitico,Vale de Romeiras,Iberia,6450,65,No,Short,Malacofauna,Convencional,Aggregate,Patella,NA,Bergin 2016,Carvalho 2008,NA,Neolitico,antiguo,OtraImpresa,NA,NA,-6381.094275504954
15.43,40.7855,Castelgrande  Bellinzo,5214,109,B 4564,NA,Early Neolithic,NA,Italy,6270,40,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-13943287.733901823
-8.55077,37.18447,Castelo Belinho,4650,169,Sac 2031,NA,Neolitico,Portimao,Iberia,5790,70,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Gibaja y Carvalho 2010,NA,Neolitico,medio,NA,NA,NA,-2651503196.272098
32.81,37.65,Catalhöyük East,7391,193,PL 980525A,NA,PPN,NA,Turkey,8390,90,NA,NA,charcoal,14C,NA,nd,NA,NA,?,NA,NA,NA,NA,NA,NA,-69511093535.50737
13.4408,42.2127,Catignano,5419,64,Ly 2186,NA,Neolithic,NA,Italy,6455,35,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,Banadora,NA,NA,str 503 TG 3,NA,NA,NA,-287595.2205889059
7.35,43.7,Caucade,6512,328,MC 2343,settlement,Cardial,NA,France,7590,160,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 41,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,3694.6152471700807
5,43.45,CAVAOU,5477,149,Ly 7021,NA,NA,FOS SUR MER,France,6560,85,NA,NA,organic silt,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-669968.6596093997
24.08333333,42.63333333,cavdar,6076,143,Bln  2108,NA,Karanovo I,Thrace,NA,7195,65,NA,NA,Charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 125;,NA,NA,NA,NA,VI,Square C 15/C16  1.50 m depth,-781061.2919878128
39.73,38.22,Cayönü,10598,500,METU 12,NA,PPN,NA,Turkey,10820,220,NA,NA,soil,NA,NA,charcoal and soil,NA,NA,ozbakan 1988,---,NA,NA,NA,NA,NA,41744775.946094334
9.0793833,44.8499275,Cecima,4834,285,HAR 5123,Square-Mouthed Pottery,NA,Pavia  Lombardia,Italy,5930,130,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-140210346073.24005
21.35,41.91666667,Cerje-Govrlevo,5852,78,KIA  21328,NA,NA,Central Balkans South,NA,6955,34,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Fidanoski & Tomaz 2010: 72;,NA,NA,NA,NA,EN,“Layer above the earliest house”,-1331497.067844274
5.05,44,Ceron,4884,196,Gif 9997,NA,NA,VENASQUE,France,5990,75,NA,NA,charcoal,NA,NA,NA,Willigen 2009,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-17538524163.664692
-4.17392,36.9241,Cerro de la Capellania,4834,285,Ly 4420,poblado en altura,Neolitico,Periana,Iberia,5929,130,NA,**,**,NA,NA,NA,NA,Bergin 2016,Jimenez Marquez (2004),NA,Neolitico,medio,NA,NA,NA,-24801601.134329345
-1.79438,37.26843,Cerro Virtud,5010,367,Beta 101424,poblado en altura,Neolitico,Cuevas de Almanzora,Iberia,6160,180,NA,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Taboada y Montero 1999,NA,Neolitico,antiguo,Epicardial,NA,NA,-974214.5508080407
-8.026944,41.190278,Cha de Carvalhal,5952,251,OxA 2128,n/a,n/a,NA,Iberia,7030,130,NA,NA,charcoal,NA,NA,NA,RADON,NA,Radiocarbon Dates from the Oxford Ams System: Archaeometry Datelist 10. Archaeometry 32 / 1  1990  101--108.,NA,NA,NA,NA,NA,NA,658.8207753257957
22.81666667,38.48333333,Chaironeia,5895,83,DEM 285 228,NA,MN,Western Aegean,NA,7041,36,NA,NA,Bone,NA,NA,NA,14sea,NA,Tzavella-Evjen 2012  98;,NA,NA,NA,NA,II,"_3,6-3,7 m",-6592331.739263412
3.25,45.8,CHAMP LAMET,4774,132,Ly 2329,n/a,n/a,NA,France,5910,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-6617682957.139419
4.91,46.56,CHARETTE,4620,155,Ly 6952,n/a,n/a,NA,France,5765,65,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-1297740675785.7678
-0.18652,42.39321,Chaves,5707,136,GrN 12685,cueva,Neolitico,Casbas,Iberia,6770,70,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Baldellou y Utrilla (1985): Trabajos de Prehistoria 42  p.83-95,NA,Neolitico,antiguo,Cardial,NA,NA,60.331440314472275
4.19,44.31,Chazelles,4496,259,Lv 365,cave,Cardial,ST ANDRE DE CRUZIERE,France,5660,110,NA,NA,charcoal,NA,NA,NA,Shennan 2000 (online)  Pinhasi et al 2005,Bergin 2016,Radiocarbon VOL 12 Na¦2 P.555   Manen & Sabatier 2003 65,NA,NA,NA,NA,NA,NA,-3546057493164.1987
6.13,45.9,CHEMIN DES FINS,6234,102,Ly 2407,n/a,n/a,NA,France,7360,40,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,95.35473748836012
6.65,45.44,CHENET DES PIERRES,4504,94,Ly 3522,n/a,n/a,NA,France,5645,35,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-50329925248805
10.7055,44.5963,Chiozza di Scandiano,4914,394,R 458,NA,Early Neolithic,NA,Italy,6000,200,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-10357943809.928328
6.923886,43.6601,Chiris,4650,111,Ly 7628,settlement,Neolithic,Grasse,France,5805,45,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,Banadora,5770   other c14 reported from c14 meso dbase,NA,str 3225,NA,NA,NA,-4666087995432.665
13.76,45.65,Ciclami,5237,141,R 1040 A,NA,Early Neolithic,NA,Italy,6300,60,NA,NA,NA,NA,NA,NA,Bagolini_Biagi_1990,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-6101210.609721502
-0.27978,40.5058,Cingle del Mas Cremat,4960,145,Beta 232340,poblado en altura,Neolitico,Portell de Morella,Iberia,6020,50,Yes,Short,Semilla/fruto,AMS,Singular,Sorbus sp,NA,Bergin 2016,Vizcaino Leon coord. 2010,NA,Neolitico,antiguo,Epicardial,NA,NA,-3863283.107786659
-0.11659,40.41747,Cingle del Mas Nou,5456,261,Beta 136678,poblado sin fortificar,Neolitico,Ares del Maestrat,Iberia,6560,130,No,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Olaria 2000,NA,Neolitico,antiguo,NA,NA,NA,-868.2454276614844
3.607562,43.874608,Claux (Le),4632,385,KN 315,NA,NA,NA,France,5720,170,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 70,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-133575052215.6384
3.096231,44.399597,Clos de Poujol,5878,84,Ly 2138,NA,Neolithic?,Campagnac,France,7015,40,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,Banadora,NA,NA,couche SN H2D8,NA,NA,NA,20.795558423673356
2.46195,42.16178,Codella,4573,132,Beta 221900,poblado sin fortificar,Neolitico,Les Presses,Iberia,5720,60,Yes,Short,Hueso,Convencional,Singular,Ovis aries,NA,Bergin 2016,Alcalde et al en prensa,NA,Neolitico,antiguo,Epicardial,NA,NA,-59905065554.752754
-3.66766,40.34419,Colector H05,4568,81,DSH 275,hoyo,Neolitico,Villaverde,Iberia,5705,30,NA,Short,Hueso,NA,NA,Fauna,NA,Bergin 2016,Diaz del Rio et al. 2011,NA,Neolitico,medio,NA,NA,NA,-2049036916.6161048
6.52,43.47,COLLE ROUSSE,5973,140,Gif 8656,n/a,n/a,NA,France,7090,60,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-586.6921743167422
3.17,44.17,Combe Greze,5352,366,Gif 446,n/a,Cardial,NA,France,6470,180,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-307337.742179426
1.46,44.82,COMBE NEGRE 2,4498,111,Ly 9973,n/a,n/a,NA,France,5615,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-53516697165.33262
4.388362,44.439864,Combe Obscure,5278,323,Ly 423,NA,Cardial,NA,France,6400,160,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 64,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-7970761.135879037
24.36651998,45.09942752,Cop_celu-Valea R_ii,5434,129,KN  I.102,NA,NA,Lower Danube West,NA,6480,75,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Breunig 1987: 117; Mantu 1999–2000: 98; Ni_u and Tulugea 2011: 46;,NA,NA,NA,NA,Proto-Starcevo or Starcevo-Cris IIIB–IVA,Nd,-53280106372.12517
15.842321,41.547674,Coppa Nevigata,6730,614,BM 2557,NA,Cardial,Manfredonia,Italy,7780,320,NA,NA,Semilla/fruto,Convencional,Aggregate,NA,Manen & Sabatier 2003 11,Bergin 2016,Zilhao 2001,Cardial yt Guadone  41.5 15.75 was original  close but not close enough,Neolitico,antiguo,NA,NA,NA,2853064.7296291837
9.48,40.25,Corbeddu (Grotta),5624,150,Utc 1251,NA,Cardial tyrrhe_nien,Nuoro  Sardinia,Italy,6690,80,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 21,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-155064.28856306183
5,43.53,Cornille,5926,255,Ly 868,n/a,n/a,NA,France,7000,130,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-270.85162182807926
5.734212,44.684243,Corre_ardes (Les),5422,122,Ly 7077,rock shelter,Early Neolithic,LUS LA CROIX HAUTE,France,6465,70,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 55,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-4108927.2138871513
22.5,38.48333333,Corycian Cave,6258,325,Gif  2339,NA,EN/MN,Western Aegean,NA,7370,170,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Breunig 1987  92;,NA,NA,NA,NA,Neolithic,"Layer 4a, 71/19 (1-2)",-9348.978092350844
0.15613,40.14064,Costamar,4884,97,OxA 23578,recinto de fosos,Neolitico,Orpesa del Mar,Iberia,5995,38,Yes,Short,Hueso,NA,NA,Bos,NA,Bergin 2016,Salazar-Doming (2012): Tesis inedita,NA,Neolitico,antiguo,Epicardial,NA,NA,-19073517.413597714
5.4,45.07,Couffin,6780,323,Ly 3648,n/a,n/a,NA,France,7810,140,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,1216038.2131166826
0.12854,38.80538,Cova Ampla del Montgo,5452,286,Ly 2850,cueva,Neolitico,Xàbia,Iberia,6550,140,Yes,Long,Carbon,Convencional,Aggregate,Indeterminado,NA,Bergin 2016,Vermet et al. 1987,NA,Neolitico,antiguo,Cardial,NA,NA,-1122.0523153373151
2.4886,42.15989,Cova Avellaner,4841,369,GAK 12933,collective burial,Neolithikum,NA,Iberia,5920,180,NA,NA,charcoal,NA,NA,NA,RADON,NA,C. Manen,NA,NA,Antic,NA,NA,NA,-647870276.5682551
0.91481,42.078253,Cova Colomera,5128,97,OxA 23634,cueva,Neolitico,Sant Esteve de la Sarga,Iberia,6170,30,Yes,Short,Semilla/fruto,AMS,Singular,T. aestivum / durum,NA,Bergin 2016,Oms et al. 2013 (saguntum),NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-610858.5052420729
-0.29837,38.81519,Cova d'en Pardo,5596,69,Beta 231880,cueva,Neolitico,Planes,Iberia,6660,40,Yes,Short,Hueso,AMS,Singular,Quemado,NA,Bergin 2016,Garcia Atienzar 2009 BAR,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,-24.034429158086823
2.73747,42.16899,Cova d'en Pau,4502,411,GaK 12409,cueva,Neolitico,Serinyà,Iberia,5620,180,NA,Short,Semilla/fruto,Convencional,NA,Bellota,NA,Bergin 2016,Bosch y Tarrus 1990:101,NA,Neolitico,final,Epicardial,NA,NA,-304389036737.9719
2.413988,41.943149,Cova de Griuteres,4136,375,UBAR 119,settlement,Neolithikum,NA,Iberia,5300,180,NA,NA,charcoal,NA,NA,NA,RADON,NA,Les coves prehistÌ_riques de les Grioteres (Vilanova de Sau-Osona). Patronat d‰ÛªEstudis Osonencs (Vic 1995).,NA,NA,Antic,NA,NA,NA,-95586332475045.94
-0.36296,38.84462,Cova de l'Or,5422,57,UCIAMS 66316,cueva,Neolitico,Beniarres,Iberia,6475,25,Yes,Short,Hueso,AMS,Singular,Ovis,NA,Bergin 2016,Marti 2011 SAGUNTUM EXTRA,NA,Neolitico,antiguo,Cardial,NA,NA,-1355.3507623579253
-0.21587,38.97494,Cova de la Recambra,4686,461,Ly 2849,cueva,Neolitico,Gandia,Iberia,5790,220,Yes,Long,Carbon,Convencional,Aggregate,Indeterminado,NA,Bergin 2016,Vernet et al 1987,NA,Neolitico,antiguo,Cardial,NA,NA,-428236400.0831347
-0.55649,38.73581,Cova de la Sarsa,5456,79,OxA 26076,cueva,Neolitico,Bocairent,Iberia,6506,32,Yes,Short,Hueso,AMS,Singular,Ovis,NA,Bergin 2016,Garcia Borja et al. 2012,NA,Neolitico,antiguo,Cardial,NA,NA,-660.972751464984
0.20199,40.62485,Cova de les Bruixes,5340,288,Ly 4269,NA,Neolitico,Rossel,Iberia,6460,140,Yes,Long,Carbon,Convencional,NA,No determinado,Manen & Sabatier 2003 117,Bergin 2016,Mesado 2005 TRABAJOS VARISO SIP,NA,Neolitico,antiguo,Epicardial,NA,NA,-8305.843881334167
0.15125,38.68242,Cova de les Cendres,5678,152,Beta 75220,cueva,Neolitico,Teulada-Moraira,Iberia,6730,80,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Bernabeu y Molina 2009 MONOGRAFIA,NA,Neolitico,antiguo,Cardial,NA,NA,33.89885686553043
2.01833,41.63749,Cova del Frare,5250,566,I 13030,cueva,Neolitico,Matadepera,Iberia,6380,310,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Martin et al 1981 BUSCAR,NA,Neolitico,antiguo,in Morales 2010  listed as I 3030  CardialEpicardial,NA,NA,-308149.4749285851
0.943471,41.915496,Cova del Parco,5292,444,CSIC 381,settlement,Neolithikum,NA,Iberia,6450,230,NA,NA,n/a,NA,NA,NA,RADON,NA,C. Manen,NA,NA,Antic,NA,NA,NA,-38505.418610093686
0.069548,40.164727,Cova del Petroli,4915,127,Beta 172871,cueva,Neolitico,Cabanes,Iberia,6020,40,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Aguilella (2002) QUADERNS PREHISTORIA CASTELLO,NA,Neolitico,antiguo,Epicardial,NA,NA,-10526127.047884325
2.14724,41.80385,Cova del Toll,5394,55,OxA 26070,cueva,Neolitico,Moià,Iberia,6425,35,Yes,Short,Hueso,AMS,Singular,Ovis aries,NA,Bergin 2016,OMS EN PREMSA,NA,Neolitico,antiguo,Cardial,NA,NA,-31769.173381975306
0.60203,40.70845,Cova del Vidre,5100,217,Beta 58934,cueva,Neolitico,Roquetes,Iberia,6189,90,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Bosch 1993,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-712055.554833485
0.919,42.07,Cova dels Muricec,5028,284,OxA 8882,NA,NA,NA,Iberia,6140,130,-23.7,NA,collagen,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-3372560.4370639427
1.577779888,41.1995507,Cova Foradada,5133,107,Beta 248524,NA,Neolitico,Calafell,Iberia,6200,40,NA,Short,Diente,AMS,Singular,Humano,NA,Bergin 2016,Cebrià et al. 2011,NA,Neolitico,antiguo,NA,NA,NA,-1245133.4797889362
-0.11116,40.41767,Cova Fosca,5350,77,Beta 149009,cueva,Neolitico,Ares del Maestrat,Iberia,6390,40,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Olaria 2000,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-5546.134911010757
-0.16817,38.793,Cova Fosca de la Vall d'Ebo,5391,54,OxA 26047,cueva,Neolitico,Vall d'Ebo,Iberia,6413,33,Yes,Short,Hueso,AMS,Singular,Ovis,NA,Bergin 2016,Garcia Borja et al. 2012 ALBERRI,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,-2631.5934809012833
